OBJECTID,Join_Count,TARGET_FID,Water_Body_Key,Water_Body_Name,FMU_Code,Survey_Number,Year,Survey_Purpose,New_Key,Located_Town,Located_Range,Located_Town_D,Located_Range_D,Located_Section,primary_county_name,FirstOfSurvey_Begin_Timestamp,LastOfEnding_Effort_Timestamp,LONG_DD,LAT_DD,IHDLKID,ComID,Permanent_,FDate,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Lake_Area_,LakeConnec,HU4_ZoneID,HU4_Name,HU6_ZoneID,HU6_Name,HU8_ZoneID,HU8_Name,HU12_ZoneI,HU12_Name,EDU_ZoneID,EDU_Name,COUNTY_Zon,COUNTY_Nam,State_Name,STATE_Zone,HU4,HU6,HU12,HU8,STATE,lagoslakei
287,1,287,01N05E0801,Lime (Chenango) Lake,MI-MER,4030,2003,Status & Trends,47-73,01N,05E,1,5,6,Livingston,2003-05-20,2003-05-20,-83.89454,42.50416,145332941,0,145332941,2009-11-02,00619743,Chenango Lake,0.118,0,04090005001553,390,39004,11.80572252,DR_Stream,HU4_39,St. Clair-Detroit,HU6_52,St. Clair-Detroit,HU8_199,Huron,HU12_12519,Portage Lake-Huron River,EDU_63,Southeast Michigan Interlobate and Lake Plain,County_394,Livingston County,Michigan,State_3,0409,040900,040900050307,04090005,MI,15561
288,1,288,11844,Mud Lake,MI-MES,8536,2010,Status & Trends,48-105,46N,11W,46,-11,27,Luce,2010-05-24,,-85.65815,46.34582,86671755,0,86671755,2003-06-13,00633042,Mud Lake,0.691,0,04020202000739,390,39004,69.13070824,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13875,Mud Lake-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020103,04020202,MI,54277
289,1,289,47N11W1701,Bass Lake,MI-MES,7694,2008,Status & Trends,48-171,47N,11W,47,-11,17,Luce,2008-06-23,2008-06-26,-85.71704,46.46388,86671161,0,86671161,2008-04-08,00620713,Bass Lake,0.6,0,04020202002320,390,39004,59.96032288,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13883,Silver Creek-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020106,04020202,MI,4123
290,1,290,47N11W3002,Syphon Lake,MI-MES,9222,2013,Status & Trends,48-175,47N,11W,47,-11,30,Luce,2012-05-07,2013-05-09,-85.73954,46.44804,86671343,0,86671343,2003-06-13,01614525,Syphon Lake,0.044,0,04020202000680,390,39004,4.383421398,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13879,East Creek-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020102,04020202,MI,85331
291,1,291,47N11W3501,Silver Creek Pond,MI-MES,8538,2010,Status & Trends,48-197,47N,11W,47,-11,35,Luce,2010-04-20,,-85.64868,46.42843,86671411,0,86671411,2003-06-13,00637931,Silver Creek Pond,0.063,0,04020202000698,390,39004,6.309699996,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13883,Silver Creek-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020106,04020202,MI,81156
292,1,292,47N12W0901,Belle Lake 1,MI-MES,3884,2002,Status & Trends,48-222,47N,12W,47,-12,9,Luce,2002-06-17,2002-06-21,-85.80831,46.4861,86671053,0,86671053,2003-06-13, , ,0.319,0,04020202000625,390,39004,31.86103298,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13888,Syphon Creek-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020101,04020202,MI,130896
293,1,293,47N12W0901,Belle Lake 1,MI-MES,11600,2018,Status & Trends,48-222,47N,12W,47,-12,9,Luce,2018-06-04,2018-06-10,-85.80831,46.4861,86671053,0,86671053,2003-06-13, , ,0.319,0,04020202000625,390,39004,31.86103298,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13888,Syphon Creek-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020101,04020202,MI,130896
294,1,294,47N12W0902,Belle Lake 2,MI-MES,12154,2019,Status & Trends,48-223,47N,12W,47,-12,9,Luce,2019-06-11,2019-06-14,-85.81606,46.48354,86671079,0,86671079,2003-06-13,00621056,Belle Lakes,0.11,0,04020202000633,390,39004,10.97294459,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13888,Syphon Creek-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020101,04020202,MI,13401
295,1,295,45N10W0901,Kaks Lake,MI-MES,12144,2019,Status & Trends,48-24,45N,10W,45,-10,9,Luce,2019-05-21,2019-07-28,-85.5726,46.30221,86671873,0,86671873,2003-06-13,00629438,Kaks Lake,0.243,0,04020202000749,390,39004,24.27310428,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13869,Headwaters Teaspoon Creek,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020105,04020202,MI,1778
296,1,296,45N10W1101,Twin Lake,MI-MES,8245,2009,Status & Trends,48-28,45N,10W,45,-10,11,Luce,2009-06-22,2009-08-02,-85.52929,46.30777,86671829,0,86671829,2003-06-13,01615270,Twin Lakes,0.397,0,04020202000744,390,39004,39.73514346,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13868,Teaspoon Creek,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020104,04020202,MI,1511
297,1,297,49N11W3405,Long Lake,MI-MES,4671,2004,Status & Trends,48-330,49N,11W,49,-11,34,Luce,2004-06-22,2004-06-25,-85.66788,46.59499,109944390,0,109944390,2003-11-05,00630959,Long Lake,0.191,0,04020201000890,390,39004,19.10646472,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,122579
298,1,298,45N11W1101,East Lake,MI-MES,6376,2006,Status & Trends,48-43,45N,11W,45,-11,11,Luce,2006-05-30,2006-06-01,-85.65454,46.30582,86671875,0,86671875,2003-06-13,00625212,East Lake,0.518,0,04020202000751,390,39004,51.82094337,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13869,Headwaters Teaspoon Creek,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020105,04020202,MI,135055
299,1,299,45N11W1101,East Lake,MI-MES,9600,2013,Status & Trends,48-43,45N,11W,45,-11,11,Luce,2013-06-03,2013-06-07,-85.65454,46.30582,86671875,0,86671875,2003-06-13,00625212,East Lake,0.518,0,04020202000751,390,39004,51.82094337,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13869,Headwaters Teaspoon Creek,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020105,04020202,MI,135055
300,1,300,49N07W3001,Clark Lake,MI-MES,8244,2009,Status & Trends,48-449,49N,07W,49,-7,30,Chippewa,2009-07-07,2009-07-09,-85.24751,46.62161,109943752,0,109943752,2003-11-05,00623359,Clark Lake,0.663,0,04020201000823,390,39004,66.32832145,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14868,Headwaters Sheldrake River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010701,04020201,MI,49006
301,1,301,49N07W3001,Clark Lake,MI-MES,10913,2016,Status & Trends,48-449,49N,07W,49,-7,30,Chippewa,2016-05-23,2016-05-26,-85.24751,46.62161,109943752,0,109943752,2003-11-05,00623359,Clark Lake,0.663,0,04020201000823,390,39004,66.32832145,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14868,Headwaters Sheldrake River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010701,04020201,MI,49006
302,1,302,50N09W3602,Muskrat Lake East,MI-MES,3878,2002,Status & Trends,48-461,50N,09W,50,-9,36,Luce,2002-06-11,2002-06-12,-85.36953,46.68089,109943466,0,109943466,2003-11-05, , ,0.062,0,04020201000780,390,39004,6.200801024,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14867,Little Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010802,04020201,MI,77991
303,1,303,50N09W3603,Muskrat Lake West,MI-MES,3879,2002,Status & Trends,48-462,50N,09W,50,-9,36,Luce,2002-06-11,2002-06-12,-85.37319,46.68027,109943476,0,109943476,2003-11-05,00633182,Muskrat Lakes,0.043,0,04020201000781,390,39004,4.251249842,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14867,Little Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010802,04020201,MI,41780
304,1,304,49N09W1401,Pike Lake,MI-MES,10915,2016,Status & Trends,48-480,49N,09W,49,-9,14,Luce,2016-06-06,2016-06-13,-85.40732,46.64193,109943660,0,109943660,2003-11-05,00634871,Pike Lake,1.173,0,04020201000808,390,39004,117.2753752,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14867,Little Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010802,04020201,MI,2614
305,1,305,49N09W1501,Little Pike Lake,MI-MES,3465,2002,Status & Trends,48-481,,,,,,,,,-85.4251,46.64471,109943654,0,109943654,2003-11-05,00630730,Little Pike Lake,0.123,0,04020201000810,390,39004,12.32286809,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14867,Little Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010802,04020201,MI,13405
306,1,306,49N09W1701,Little Perch Lake,MI-MES,4040,2003,Status & Trends,48-485,49N,09W,49,-9,17,Luce,2003-05-27,2003-08-22,-85.45093,46.64749,109943662,0,109943662,2003-11-05,00630724,Little Perch Lake,0.031,0,04020201000807,390,39004,3.10745187,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14854,East Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010605,04020201,MI,75909
307,1,307,11998,Round (North Manistique) Lake,MI-MNM,4087,2003,Status & Trends,48-49,45N,12W,45,-12,13,Luce,2003-06-09,2003-06-12,-85.73899,46.28749,44362910,0,44362910,2002-07-02,00633607,North Manistique Lake,6.934,217.3,04060106001229,390,39009,693.3958706,DR_Stream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_156,Manistique,HU12_13783,Locke Creek-Manistique Lake,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0406,040601,040601060103,04060106,MI,2645
308,1,308,11998,Round (North Manistique) Lake,MI-MNM,10110,2014,Status & Trends,48-49,45N,12W,45,-12,13,Luce,2014-06-16,2014-06-25,-85.73899,46.28749,44362910,0,44362910,2002-07-02,00633607,North Manistique Lake,6.934,217.3,04060106001229,390,39009,693.3958706,DR_Stream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_156,Manistique,HU12_13783,Locke Creek-Manistique Lake,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0406,040601,040601060103,04060106,MI,2645
309,1,309,11998,Round (North Manistique) Lake,MI-MNM,12103,2019,Status & Trends,48-49,45N,12W,45,-12,13,Luce,2019-08-22,2019-08-22,-85.73899,46.28749,44362910,0,44362910,2002-07-02,00633607,North Manistique Lake,6.934,217.3,04060106001229,390,39009,693.3958706,DR_Stream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_156,Manistique,HU12_13783,Locke Creek-Manistique Lake,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0406,040601,040601060103,04060106,MI,2645
310,1,310,44N12W0201,Manistique Lake,MI-MNM,4085,2003,Status & Trends,48-53,44N,12W,44,-12,2,Mackinac,2003-06-16,2003-06-20,-85.78343,46.23332,44363696,0,44363696,2002-07-02,00631385,Manistique Lake,41.861,209.1,04060106001317,390,39009,4186.11664,DR_LakeStream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_156,Manistique,HU12_13783,Locke Creek-Manistique Lake,EDU_17,Eastern Upper Peninsula,County_353,Mackinac County,Michigan,State_3,0406,040601,040601060103,04060106,MI,2119
311,1,311,44N12W0201,Manistique Lake,MI-MNM,9601,2013,Status & Trends,48-53,44N,12W,44,-12,2,Mackinac,2013-06-10,2013-08-29,-85.78343,46.23332,44363696,0,44363696,2002-07-02,00631385,Manistique Lake,41.861,209.1,04060106001317,390,39009,4186.11664,DR_LakeStream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_156,Manistique,HU12_13783,Locke Creek-Manistique Lake,EDU_17,Eastern Upper Peninsula,County_353,Mackinac County,Michigan,State_3,0406,040601,040601060103,04060106,MI,2119
312,1,312,49N11W0201,Muskallonge Lake,MI-MES,4673,2004,Status & Trends,48-566,49N,11W,49,-11,2,Luce,2004-06-07,2004-08-01,-85.63177,46.66943,109943604,0,109943604,2003-11-05,00633161,Muskallonge Lake,3.192,0,04020201000795,390,39004,319.2240529,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14859,Muskallonge Lake-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010509,04020201,MI,2520
313,1,313,49N11W0201,Muskallonge Lake,MI-MES,10107,2014,Status & Trends,48-566,49N,11W,49,-11,2,Luce,2014-06-09,2014-06-24,-85.63177,46.66943,109943604,0,109943604,2003-11-05,00633161,Muskallonge Lake,3.192,0,04020201000795,390,39004,319.2240529,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14859,Muskallonge Lake-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010509,04020201,MI,2520
314,1,314,49N11W0201,Muskallonge Lake,MI-MES,12106,2019,Status & Trends,48-566,49N,11W,49,-11,2,Luce,2019-08-16,2019-08-16,-85.63177,46.66943,109943604,0,109943604,2003-11-05,00633161,Muskallonge Lake,3.192,0,04020201000795,390,39004,319.2240529,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14859,Muskallonge Lake-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010509,04020201,MI,2520
315,1,315,49N10W1902,Perch Lake,MI-MES,8535,2011,Status & Trends,48-573,49N,10W,49,-10,19,Luce,2010-06-01,,-85.59649,46.6311,109943956,0,109943956,2003-11-05,00634647,Perch Lake,0.377,0,04020201000850,390,39004,37.69740142,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14859,Muskallonge Lake-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010509,04020201,MI,2668
316,1,316,49N10W2301,Cris Brown Lake,MI-MES,12471,2020,Status & Trends,48-583,49N,10W,49,-10,23,Luce,2020-06-29,2020-07-02,-85.5076,46.6261,109943970,0,109943970,2003-11-05,00624064,Cris Brown Lake,0.235,0,04020201000844,390,39004,23.51579138,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20099,Wabash Creek-Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010606,04020201,MI,93679
317,1,317,49N11W0502,Ready Lakes,MI-MES,6572,2007,Status & Trends,48-608,49N,11W,49,-11,5,Luce,2006-08-03,2006-08-03,-85.7126,46.66249,109943694,0,109943694,2003-11-05,00635691,Ready Lakes,0.09,0,04020201000813,390,39004,8.968752876,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14855,Blind Sucker River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010508,04020201,MI,139143
318,1,318,49N11W3401,Deer Lake,MI-MES,4136,2003,Status & Trends,48-621,49N,11W,49,-11,34,Luce,2003-07-16,2003-08-26,-85.67371,46.60638,109944274,0,109944274,2003-11-05,00624487,Deer Lake,0.033,0,04020201000881,390,39004,3.328511231,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,80130
319,1,319,49N11W3301,Sid Lake,MI-MES,4137,2003,Status & Trends,48-622,49N,11W,49,-11,33,Luce,2003-07-16,2003-08-27,-85.67982,46.60527,109944284,0,109944284,2003-11-05,00637876,Sid Lake,0.036,0,04020201000882,390,39004,3.569020137,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,13396
320,1,320,49N11W3302,Pratt Lake,MI-MES,10108,2014,Status & Trends,48-623,49N,11W,49,-11,33,Luce,2014-05-27,2014-05-30,-85.68871,46.6061,109944280,0,109944280,2003-11-05,00635404,Pratt Lake,0.075,0,04020201000883,390,39004,7.475375334,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,32282
321,1,321,49N12W3601,Tank Lake,MI-MES,7579,2008,Status & Trends,48-628,49N,12W,49,-12,36,Luce,2008-05-27,2008-05-29,-85.74454,46.60165,109944380,0,109944380,2003-11-05,01614583,Tank Lake,0.117,0,04020201000893,390,39004,11.72041366,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,137036
322,1,322,49N11W3303,Beaverhouse Lake,MI-MES,4663,2004,Status & Trends,48-634,49N,11W,49,-11,33,Luce,2004-06-21,2004-06-25,-85.68066,46.59888,109944360,0,109944360,2003-11-05,00620960,Beaverhouse Lake,0.149,0,04020201000891,390,39004,14.94946528,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,127775
323,1,323,49N11W3406,Pretty Lake,MI-MES,10914,2016,Status & Trends,48-639,49N,11W,49,-11,34,Luce,2016-05-16,2016-05-19,-85.6601,46.6011,109944316,0,109944316,2003-11-05,00635445,Pretty Lake,0.195,0,04020201000884,390,39004,19.54975522,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,90586
324,1,324,49N11W3404,Camp Eight Lake,MI-MES,6377,2006,Status & Trends,48-643,49N,11W,49,-11,34,Luce,2006-06-05,2006-08-15,-85.67038,46.59943,109944322,0,109944322,2003-11-05,00622567,Camp Eight Lake,0.266,0,04020201000887,390,39004,26.57148289,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_20116,North Branch Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010602,04020201,MI,77982
325,1,325,49N12W0101,Blind Sucker Flooding,MI-MES,6824,2007,Status & Trends,48-650,49N,12W,49,-12,1,Luce,2007-05-16,,-85.75316,46.66249,109943746,0,109943746,2003-11-05,01616265,Wheeler Lakes,0.754,0,04020201000828,390,39004,75.43837378,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14855,Blind Sucker River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010508,04020201,MI,82193
326,1,326,49N12W1001,Brucker Lake,MI-MES,10454,2015,Status & Trends,48-654,49N,12W,49,-12,10,Luce,2015-06-01,2015-06-04,-85.78343,46.65804,109943834,0,109943834,2003-11-05,00622125,Brucker Lake,0.129,0,04020201000825,390,39004,12.9399959,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14855,Blind Sucker River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010508,04020201,MI,24997
327,1,327,11396,Little Lake Harbor,MI-MES,8551,2010,Status & Trends,48-677,50N,08W,50,-8,19,Luce,2010-06-14,,-85.36149,46.71277,109943400,0,109943400,2003-11-05,00630667,Little Lake,0.368,0,04020201003066,390,39004,36.7608367,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14882,Carp River-Frontal Lake Superior,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010803,04020201,MI,41775
328,1,328,50N08W2901,Bodi Lake,MI-MES,2946,2001,Status & Trends,48-681,50N,08W,50,-8,29,Luce,2001-07-02,2001-08-01,-85.32704,46.70082,109943412,0,109943412,2003-11-05,00621679,Bodi Lake,1.186,0,04020201000778,390,39004,118.6434,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14867,Little Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010802,04020201,MI,1160
329,1,329,50N08W2901,Bodi Lake,MI-MES,7802,2009,Status & Trends,48-681,50N,08W,50,-8,29,Luce,2009-06-29,2009-07-29,-85.32704,46.70082,109943412,0,109943412,2003-11-05,00621679,Bodi Lake,1.186,0,04020201000778,390,39004,118.6434,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14867,Little Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010802,04020201,MI,1160
330,1,330,50N08W3001,Culhane Lake,MI-MES,3880,2002,Status & Trends,48-685,50N,08W,50,-8,30,Luce,2002-08-05,2002-08-08,-85.35371,46.69415,109943422,0,109943422,2003-11-05,00624194,Culhane Lake,0.424,0,04020201000779,390,39004,42.41578068,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_149,Betsy-Chocolay,HU12_14867,Little Two Hearted River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202010802,04020201,MI,3156
331,1,331,46N10W2701,Dollarville Flowage,MI-MES,9599,2013,Status & Trends,48-740,46N,10W,46,-10,27,Luce,2013-05-28,2013-06-06,-85.54889,46.35439,86671725,0,86671725,2003-06-13, , ,1.657,0,04020202000736,390,39004,165.6714968,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_43,Southeastern Lake Superior,HU8_150,Tahquamenon,HU12_13883,Silver Creek-Tahquamenon River,EDU_17,Eastern Upper Peninsula,County_395,Luce County,Michigan,State_3,0402,040202,040202020106,04020202,MI,91575
332,1,332,42N11W2301,Duel Lake,MI-MNM,8872,2011,Status & Trends,49-117,42N,11W,42,-11,23,Mackinac,2011-05-23,2011-05-26,-85.65038,46.0136,118045157,0,118045157,2004-01-13,00624962,Duel Lake,0.89,0,04060107000757,390,39004,89.0494785,Isolated,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_157,Brevoort-Millecoquins,HU12_13816,Point Patterson Creek-Frontal Lake Michigan,EDU_17,Eastern Upper Peninsula,County_353,Mackinac County,Michigan,State_3,0406,040601,040601070207,04060107,MI,56323
333,1,333,43N12W3301,Milakokia Lake,MI-MNM,10932,2016,Status & Trends,49-127,43N,12W,43,-12,33,Mackinac,2016-05-09,2016-05-15,-85.80427,46.07915,118044909,0,118044909,2004-01-13,00632299,Milakokia Lake,8.231,0,04060107000741,390,39004,823.1262071,Headwater,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_157,Brevoort-Millecoquins,HU12_13818,Milakokia River,EDU_17,Eastern Upper Peninsula,County_353,Mackinac County,Michigan,State_3,0406,040601,040601070209,04060107,MI,3362
334,1,334,10742,East Lake,MI-MNH,8478,2010,Status & Trends,49-166,43N,04W,43,-4,16,Mackinac,2010-05-17,,-84.80427,46.12638,123111060,0,123111060,2004-07-27,01619816,East Lake,3.733,0,04070002000428,390,39004,373.2997815,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_159,Carp-Pine,HU12_13834,North Branch Carp River,EDU_17,Eastern Upper Peninsula,County_353,Mackinac County,Michigan,State_3,0407,040700,040700020104,04070002,MI,43968
